video_id,root_mean_velocity,root_mean_acceleration,body_mean_angular_velocity,body_mean_angular_acceleration
Place_the_clean_and_Jerk_Power_Jerk_1_clip2,0.0079343742697332,0.00419064239800797,0.00839459582786381,0.008952578821902053
Bottom_of_Hip_Stretch_With_Twist_1_clip2,0.02228706980612075,0.00977169533170036,0.03798565010522409,0.029703134473896844
Linear_three_step_starting_method_Linear_3_Part_Start_Technique_0_clip3,0.008567820802802956,0.004396363611273648,0.010865239585786276,0.005278317486181587
In_situ_buttock_kick_1_clip1,0.005831547579155537,0.002620582899301956,0.00797308705057535,0.004233385800158026
Soldiers_first_type_R_dubbing_2_clip1,0.001078767618506842,0.0004981324670809117,0.002247026602932768,0.0015633012138050579
Lie_on_your_back_quadriceps_stretch_At_between_1_clip1_clip3,0.004271393113805773,0.00198984096566801,0.02901872171688499,0.023175861402220967
Simple_sit_pranayama_dubbing_7_clip1,0.0011021164131362325,0.0006253918365690686,0.0005503872383766821,0.0003835147898572186
Baby_Child_s_Pose_0_clip1,0.005812479133803944,0.003829545572310462,0.006777080473680807,0.003982305112492134
Ankle_exercises_dubbing_0_clip1,0.0024854658757299426,0.0007028392012763633,0.0023215956533195127,0.0016631189200382993
Warriors_of_the_second_type_L_0_clip1,0.003249980435786946,0.0012543455861342289,0.00470454411446193,0.0031339258021775384
Baby_Child_s_Pose_0_clip1_clip1,0.005302278059115113,0.0033536950700258092,0.01021130936765951,0.007700553992819196
Sun_salutations_dubbing_9_clip1,0.004776182877070965,0.0017328247324884072,0.007587791234758375,0.0028616704789476747
Kneeling_position_side_leg_lifts_L_1_clip1,0.005356366526176752,0.0030364122175082628,0.05516108151257315,0.027101413763733425
Four_legs_stretched_1_clip1,0.003983537563205684,0.002578943023621676,0.020098271809128314,0.006111299686031939
Lie_on_your_back_leg_alternately_Scissor_Kick_0_clip1,0.0029117677320000404,0.0020178816066577583,0.003505881700902056,0.0026471358969545763
Push_ups_of_Push_Up_the_to_Side_Plank_2_clip3,0.007513638039679249,0.003614477186696673,0.011552156171883144,0.00841430168691091
Lie_on_your_back_Neck_Neck_Bridge_Bridge_Supine_2_clip3,0.0030496688677621635,0.0017590755943436313,0.006035833938865577,0.0036689923482307414
Lie_on_your_Side_in_the_Groin_tensile_Side_Lying_up_Stretch_0_clip1_clip2,0.01191203840674803,0.007472306017032827,0.02774179614365159,0.02061206867514951
Sit_ups_Sit_Up_2_clip1,0.008412459734569893,0.00483947036731395,0.020329513695849056,0.01015770286135966
Soldiers_third_type_L_dubbing_4_clip1,0.0032608499977558377,0.001571822248267573,0.005282929925911231,0.0029061547223162777
Around_the_Upper_thighs_Back_legs_Grab_1_clip1_clip1,0.005810240348118519,0.0035349782686087197,0.012758403283301856,0.008609954845883982
Practice_Clam_clams_type_1_clip1_clip1,0.0048605149300233194,0.003020461303892347,0.00446279105577306,0.002630411146661047
Push_ups_of_Push_Up_the_to_Side_Plank_0_clip1,0.004891098999664282,0.0023314885373996175,0.006997807882222036,0.004849383606636059
Arm_around_1_clip1,0.007380272102928905,0.004709560128185968,0.004118767199499765,0.0027865349431791184
To_strengthen_the_side_stretch_type_R_dubbing_2_clip1,0.003922236115454158,0.00377853555690737,0.0028298631721474514,0.002458260109343187
Knee_stretching_Knee_Chest_To_Chest_1_clip3,0.01599571732379452,0.008270010840525425,0.019534522584285636,0.016980831020531644
Fork_on_the_left_side_of_the_vertical_dynamic_stretching_1_clip1,0.003200212723394624,0.00165739751248634,0.0021663596300960063,0.0015269899048621853
One_Knee_stretch_up_To_Chest_One_Knee_To_the_Chest_0_clip1_clip1,0.0014818135321969534,0.0010011043960571786,0.0033407205288646788,0.0028807153659624095
Bird_queen_L_dubbing_1_clip1,0.011229124736479164,0.00764302566465631,0.004750579607170942,0.003661809002017665
Side_Stretch_Side_Lying_Floor_Stretch_0_clip1,0.006336918485340463,0.003000140005397986,0.013113810270381304,0.008384358216935683
Lie_on_your_back_straight_leg_rotation_1_clip1,0.00994157657329162,0.003415042933447293,0.027591380805627133,0.01259939048867441
Tree_type_L_0_clip1,0.0017100781776901645,0.0008494788739877471,0.0030054009683774473,0.0018330975908197773
Pelvic_Tilt_Standing_posture_Pelvic_Tilt_1_clip3,0.0027665620595726443,0.0016009066145055504,0.005480555717657733,0.0033875816872142926
Type_Fire_Hydrant_Fire_Hydrant_2_clip1,0.008892062837528041,0.003238171217788395,0.013132318436519824,0.009933834135743388
Knee_stretching_Knee_Chest_To_Chest_0_clip1,0.004586629761112068,0.0013613772154022338,0.003094156050463276,0.0017966628537458324
Isometric_contraction_Chest_compressions_Isometric_Chest_Squeezes_0_clip1_clip3,0.002900908447509367,0.0013235294732263233,0.00694392368630704,0.0032420843618554867
Inverse_triangle_stand_L_dubbing_1_clip1,0.001424558195322726,0.0008288253343682346,0.002425595072339109,0.0017953658724055232
High_hip_bridge_1_clip1,0.006013581453866653,0.0022887269861075555,0.011915584649977475,0.004780587198849269
Lie_on_your_back_in_the_pelvis_to_practice_1_clip1,0.0034850256281504038,0.0014638273296518674,0.00671355161497196,0.004353765471125985
Lie_on_your_back_leg_alternately_Scissor_Kick_1_clip1,0.11787271107100915,0.017199636406854797,0.01277811696120179,0.009682381065663132
Simplified_wave_ratio_1_clip1,0.015036491950937233,0.004058666047489591,0.04381654554922186,0.011952709635356211
Soldiers_third_type_L_dubbing_2_clip1,0.0031877600433949534,0.0010459999482827324,0.004939678099590793,0.002569777495804567
Four_leg_brace_1_clip1,0.007246008146006293,0.0022864206004518366,0.01826284366959941,0.0060884695295598526
Wrist_Wrist_Circles_0_clip3,0.018310912936983576,0.009002633552302661,0.007904064508741182,0.006322184664034379
Half_the_locust_type_L_0_clip1,0.005445194643334876,0.0028753517781511533,0.0025363929015122405,0.0019051337171839793
Lie_on_your_back_straight_leg_opening_1_clip1,0.008301843247460203,0.002640175178608333,0.0225157711843339,0.01218971228875587
Sliding_jumper_Slide_Jump_Shot_0_clip1,0.01942015783615754,0.01218274650898671,0.003028693427474898,0.0025701399981082305
The_leg_up_R_1_clip1,0.005191850459273697,0.0026857973026719563,0.014034586061155638,0.00691508308923312
Sun_salutations_dubbing_7_clip1,0.008861201629968332,0.005670925045858121,0.00618080327954027,0.003278724217650983
Warrior_type_3_R_3_clip1,0.0017938590598279697,0.0012747838676486995,0.0013470334413842003,0.0007693724401935804
Lie_on_your_back_Neck_Neck_Bridge_Bridge_Supine_1_clip1,0.0018624298006802396,0.0009908582106522342,0.003383730871877629,0.0022081301801648223
Leg_lifts_Hamstring_Stretch_legs_Up_Hamstring_Stretch_0_clip2,0.010806449208739799,0.005335135826297588,0.020257011645697976,0.015938326358486778
Pistol_Pistol_Squat_Squat_2_clip1_clip1,0.0075567965211764815,0.002449515094064168,0.016903908971539084,0.008728815442528933
Crouch_step_1_clip1,0.010312849943755946,0.005141082508056241,0.01828668143628519,0.007482953748771395
The_Shoulder_Shoulder_Raise_1_clip1,0.0009949868657972703,0.0005048346094507753,0.0017332360476608251,0.0011989333876025335
Star_Star_Jump_Jump_0_clip1,0.000590244453020775,0.0004216311773300321,0.0019322320584036694,0.0015923070748364433
Sage_qi_first_type_R_in_dubbing_1_clip1,0.001752402654181504,0.001084635094685902,0.005714625317728722,0.0032374151734588163
