video_id,root_mean_velocity,root_mean_acceleration,body_mean_angular_velocity,body_mean_angular_acceleration
Play_basketball_5_clip2,0.017220843797586018,0.0076127109757786835,0.023539068556603225,0.03234658530811414
Yang_style_40_form_Tai_Chi_Competition_routine_step2_clip1,0.003592543108550333,0.0016412872451580201,0.009135312496329267,0.005942056044914948
Boxing_kicking_14_clip1,0.005044820714341125,0.001889649134784614,0.00403037807460204,0.0018826360337365895
Yang_style_40_form_Tai_Chi_Competition_routine_step30_clip1,0.02020867493174777,0.016204173834312958,0.014270675098633423,0.009031721213713387
Shaolin_Kung_Fu_Wushu_Selfdefense_Sword_Form_Session_3_clip2,0.026910994078469593,0.00817579922058157,0.07012427782387233,0.04825105402965311
Shaolin_Kung_Fu_Wushu_Tornado_Kick_Training_8_clip1,0.012320101649113319,0.004433849008910847,0.02536612757697784,0.016451285191225816
Aerial_Kick_Kungfu_wushu_12_clip2,0.01870084546629111,0.005742729885350616,0.029536747666889292,0.022482537121596043
Shaolin_Kung_Fu_Wushu_Kicks__Flying_Kicks_5_clip1,0.006262939823780668,0.00239657768445389,0.03040906630487917,0.020241177719260723
Shaolin_Kung_Fu_Wushu_Fundamental_kicks_Training_22_clip2,0.006877393169172955,0.0036845125449725294,0.011543421976419624,0.007767737038205743
_Form_Tai_Chi_Demonstration_Master_form10_wild_horse_parts_mane_clip1,0.015179985473348449,0.009525521474731962,0.014112341175748,0.007456405053095053
Yang_style_40_form_Tai_Chi_Competition_routine_step1_clip1,0.001495475199513467,0.0006734612564961598,0.004297975571908639,0.0030553607313064924
Shaolin_Kung_Fu_Wushu_Tornado_Kick_Training_17_clip1,0.01096342859289584,0.0042962238140146405,0.03202569416908024,0.021577511690239682
Kung_Fu_Wushu_Butterfly_Kick_BKick_34_clip1,0.023455933648239606,0.010374675332748608,0.035638038642353514,0.03642415610566894
Shaolin_Kung_Fu_Wushu_Tiger_Sword_Training_20_clip1,0.010525491376760303,0.003324211142318252,0.02139429375006658,0.014427104450025771
Kung_Fu_Flying_Kick_9_clip1,0.010741261936574611,0.0035845638598419297,0.022203194299508722,0.015388285885081184
Kung_Fu_Wushu_Butterfly_Kick_BKick_35_clip1,0.04942580373542523,0.02504889574525395,0.051340310039890584,0.03589203100576477
Dragon_Sword_Shaolin_Kung_Fu_Wushu_Training_8_clip1,0.007147962907091606,0.0033708965071359053,0.009901852778091717,0.006482234082231959
Shaolin_Kung_FuWushu_Jumping_Front_Kick_TrainingFlying_Kick_7_clip1,0.03649336719688986,0.014230725202894853,0.0506957508869411,0.0552701359641399
Aerial_Kick_Kungfu_wushu_7_clip2,0.014625012762283719,0.004306019623171663,0.03383729711407492,0.024675834675149295
Shaolin_Kung_Fu_Wushu_Three_Section_Staff_Training_26_clip1,0.005351488061173403,0.002050592913607919,0.020794171996551234,0.013761154873854823
Kung_Fu_Wushu_Butterfly_Kick_BKick_32_clip1,0.01800615349058988,0.007640123590670109,0.033274738982513645,0.03437124446728022
