video_id,root_mean_velocity,root_mean_acceleration,body_mean_angular_velocity,body_mean_angular_acceleration
Play_Guitar_25_clip1,0.007419192091500877,0.004613100826038407,0.0011982149386266716,0.0008181480469153424
Play_bass_drum_18_clip2,0.011223583810629902,0.006418773047256889,0.008704816362413218,0.00719005810410091
Play_the_violin_8_clip1,0.005922559672306624,0.0039145740698720176,0.0007341028164933509,0.0004592945249924144
Play_French_Horn_11_clip1,0.0012789278461243564,0.0008625438904978646,0.0009225968798128206,0.0006148370575572726
Play_Bassoon_1_clip1_clip3,0.0038937527039823727,0.0010198767178524334,0.0030358181053356924,0.0017186974593447215
Play_the_ancient_flute_2_clip2,0.0022269648294294224,0.0012018151781211745,0.004283617255767325,0.0038049157014740462
waist_drum_8_clip1,0.034290108604607614,0.010811427549885105,0.06837067775769208,0.05024898080847559
Play_Gongs_and_drums_20_clip1,0.004504965503877812,0.0028728034754180293,0.0034915299761901063,0.002775858406161073
Play_Ruan_5_clip1,0.0017932437077719562,0.000703634770169777,0.002607195048480939,0.0016292342073764325
Beat_Chime_18_clip1,0.0045260947325493125,0.0025932545856307966,0.003552343314750912,0.0028957261250693676
Play_Zither_11_clip1,0.0021974943527921027,0.0010524378844229622,0.0020836617290240947,0.0020063147955759275
Play_Harp_23_clip2,0.010222535280294655,0.005188605263983087,0.0044311315937771815,0.002913156734254134
Play_the_stringed_guqin_15_clip1_clip1,0.007965183231106015,0.004325088379819799,0.005044487723968388,0.004879827496715285
Play_Flute_4_clip1,0.004144539420013424,0.0015881525736442155,0.004726574028009069,0.001596111868592681
Play_the_piano_5_clip1,0.005570991717873142,0.004460916637654789,0.004346987000393049,0.0019129938152252614
Play_the_stringed_guqin_9_clip1,0.0023924496154232445,0.0012893196706184403,0.003949250201483051,0.00299454389967735
Play_Oboe_23_clip1,0.0030558666905847035,0.0007099382420159491,0.0022965644187374536,0.0012482162770620939
Play_Clarinet_10_clip1,0.010860262710255038,0.007815098180202727,0.0019669242534881334,0.001415536668851666
Ancient_Drum_59_clip3,0.008630560414415294,0.004102798931739509,0.009076389180725468,0.005522592580194676
Play_Cello_47_clip1,0.0041769343367710965,0.002873576788543652,0.0045728256672411885,0.0028896291288341477
Play_Malimba_xylophone_23_clip1,0.022201858904757555,0.018072472887216716,0.015168645976891585,0.012043600424659922
Play_the_piano_10_clip2,0.004986286945298729,0.004913326513344905,0.0031382748472114797,0.0015812954488359716
Play_Gongs_and_drums_17_clip1,0.0098824214120547,0.005784941477225229,0.003833853898520761,0.003067765069733978
Play_Banhu_56_clip1,0.002217290804534204,0.0009846913579626144,0.0039570770450696,0.0019200248777082396
Play_Erhu_25_clip1,0.008470386524767205,0.005076720189800316,0.016746440998857512,0.00860663149343786
Play_Erhu_43_clip1,0.00330284509642702,0.0018475751442876334,0.0031984418750223634,0.0017277911746005996
Play_Malimba_xylophone_20_clip1,0.005616480732749274,0.0035813369987034477,0.003575077475110863,0.004119540438932129
Ancient_Drum_1_clip1,0.004696364580647415,0.0016080885519678156,0.0067963037016883785,0.0022613780315734544
Play_Oboe_4_clip1,0.0035444202640712427,0.0016024813366810392,0.0033070924808883515,0.0014783299021166726
beat_drums_and_gongs_51_clip1,0.005887533250815438,0.0027381001002375637,0.0109294147700288,0.004529635694594231
Play_Trumpet_8_clip1,0.0022059059429476425,0.0014917429246253389,0.0013741343195045178,0.0008665673108891051
play_the_veritical_flute_3_clip1,0.0009954131692851555,0.00039770970664707657,0.000993830557973933,0.0008090039977566506
Play_Sheng_1_clip1,0.0048943223466830985,0.001487001670783774,0.008295186774836276,0.005005450871375313
Play_Cymbals_13_clip1,0.009201989495322372,0.0039549397732454965,0.00915512561222463,0.0037971066794215452
