video_id,root_mean_velocity,root_mean_acceleration,body_mean_angular_velocity,body_mean_angular_acceleration
knitting_17_clip1,0.07382649367546541,0.10951213675458264,0.008973819695486962,0.006577420276445835
basketball_dribble_10_clip1,0.05051746682488116,0.004964777806373466,0.10423848031274664,0.04267600681584785
ski_backflip_14_clip1,0.04079246562322524,0.013162926811602482,0.07130947014418042,0.07338653599931129
unevenbar_spin_17_clip1,0.15876228885026403,0.14906430487859518,0.11035388768380126,0.15997893095657334
pirouette_4_clip1,0.01383303338747303,0.008417079782757441,0.05338319726865373,0.0919575739753734
ski_cork_12_clip1,0.04744258024916857,0.01870718998595489,0.09884751602638521,0.05881960442074285
push_car_18_clip1,0.020859893852021985,0.0030830525148515244,0.12060960550870013,0.03632188854143183
discuss_throw_18_clip1,0.029812100520929655,0.00899654201854948,0.09550993053828602,0.03437817486057062
burpee_15_clip1,0.03375552664345912,0.010722022342629966,0.08611383995797157,0.03462408692153992
hammer_throw_19_clip1,0.060956654177227516,0.01543737899802813,0.08771767304668814,0.027339998303919776
weightlifting_overhead_5_clip1,0.09277448835073251,0.05441583220584113,0.13218370694902543,0.12683758324224495
shuffle_dance_5_clip1,0.02833233676654933,0.009282787455332425,0.09864011901116765,0.03129976201039423
shuffle_dance_10_clip1,0.019933357209845664,0.009027220979043911,0.09898410066966919,0.03415691046776752
javelin_run_15_clip1,0.02925564310144228,0.008370567406249918,0.042766042298406776,0.07514157301869703
bandaging_14_clip1,0.07428374738708761,0.0684412770103433,0.06457928437022181,0.03492449122994134
horizontalbar_spin_23_clip1,0.12642325222235196,0.01351916083219773,0.08612025787498359,0.06047963449523957
gangnam_style_dance_18_clip1,0.018736728691620314,0.008797052700686068,0.08519137104419154,0.04481042647795025
ski_frontflip_18_clip1,0.021889789094213612,0.007283925070895665,0.09773189454245135,0.1450817459212298
push_car_6_clip1,0.04546556628019754,0.019337504748252462,0.11266827110990552,0.04866378547741213
unevenbar_spin_9_clip1,0.09739663480087184,0.030730929024364886,0.16999661990884252,0.08212464091399231
climbing_rope_1_clip1,0.029337684391758517,0.007306891400081131,0.08705367834209216,0.050327925199240446
burpee_18_clip1,0.0530890529046209,0.03585663004696805,0.1134230574065498,0.0891412012473248
flamethrower_4_clip1,0.10985778902922788,0.08073569033441423,0.06051404448880036,0.05286819128739565
rescue_breathing_14_clip1,0.09899475755676372,0.07405169719338667,0.07723470263647501,0.05035062677832094
shoe_shining_5_clip1,0.058658011043094246,0.0492339978766012,0.16665479674073783,0.19253302767321026
shuffle_dance_8_clip1,0.01550367718706384,0.004140817064912763,0.09686428714918881,0.02770740391223448
rescue_breathing_2_clip1,0.03614179532585435,0.035839139278048576,0.05163499696784884,0.06482813763252765
push_car_9_clip1,0.014947960385201759,0.006816579994695086,0.07194079749964909,0.06154481323394815
