video_id,root_mean_velocity,root_mean_acceleration,body_mean_angular_velocity,body_mean_angular_acceleration,body_mean_velocity,body_mean_acceleration
Aerial_Kick_Kungfu_wushu_10_clip1,0.020576124490231457,0.0051919057066320455,0.03378639348686963,0.023795128244471078,0.15066096,0.18374689
Aerial_Kick_Kungfu_wushu_11_clip1,0.015909655842352308,0.004773373498732217,0.03610134159370127,0.023140032306031365,0.19669609,0.29527792
Aerial_Kick_Kungfu_wushu_12_clip1,0.014538313687963517,0.004573588373710339,0.024292237211393262,0.016919189082517296,0.23515669,0.298984
Aerial_Kick_Kungfu_wushu_12_clip2,0.01870084546629111,0.005742729885350616,0.029536747666889292,0.022482537121596043,0.23183823,0.3364097
Aerial_Kick_Kungfu_wushu_13_clip1,0.015949871482179735,0.004239471483173048,0.025752178851527616,0.01738474944254816,0.19684048,0.2935793
Aerial_Kick_Kungfu_wushu_14_clip1,0.010832575485304056,0.0031972695092277585,0.01622559514944569,0.011954945438257137,0.14184014,0.22166677
Aerial_Kick_Kungfu_wushu_14_clip2,0.022407825252026475,0.009975646531886272,0.03605765706979173,0.039211992646641776,0.26326972,0.42524615
Aerial_Kick_Kungfu_wushu_15_clip1,0.02923217054374845,0.006714039131060901,0.043884192522241204,0.03242557730089068,0.2509736,0.33407187
Aerial_Kick_Kungfu_wushu_16_clip1,0.011314205547273361,0.0034024165372828347,0.021214773094718895,0.015515562302509694,0.11032435,0.12609772
Aerial_Kick_Kungfu_wushu_17_clip1,0.02071859649607282,0.005666547180304687,0.032573739039299894,0.023143512409193857,0.21811996,0.30140534
Aerial_Kick_Kungfu_wushu_17_clip2,0.016814765256257972,0.010908828174157057,0.026611101001081106,0.0440183730338111,0.22622745,0.38970193
Aerial_Kick_Kungfu_wushu_18_clip1,0.023166553026975317,0.005326770704925933,0.03370048022865702,0.025650185359350743,0.25993165,0.3921478
Aerial_Kick_Kungfu_wushu_19_clip1,0.01889030331409852,0.005195369528927186,0.03473211311760673,0.02450305152765507,0.21843371,0.30264023
Aerial_Kick_Kungfu_wushu_1_clip1_clip1,0.0626247574577453,0.02437235851447311,0.10539417254817009,0.09005993185948494,0.84954935,1.1968347
Aerial_Kick_Kungfu_wushu_1_clip1_clip2,0.06254156139671796,0.02588643439454147,0.10725433600236914,0.09046920065694458,0.83749735,0.9373116
Aerial_Kick_Kungfu_wushu_20_clip1,0.014219854276061865,0.004050415163413593,0.021476938980927233,0.015005682188975402,0.20697209,0.26632023
Aerial_Kick_Kungfu_wushu_21_clip1,0.028185468258484083,0.006434220338344919,0.04095814511651426,0.02959815242094605,0.22680825,0.28423217
Aerial_Kick_Kungfu_wushu_22_clip1,0.018645118821593462,0.004545075796053359,0.03009663980718601,0.02115818217863754,0.19759801,0.31414896
Aerial_Kick_Kungfu_wushu_22_clip2,0.031147446725128623,0.00894512686321982,0.0473731541220427,0.034641234149688636,0.22096539,0.29286674
Aerial_Kick_Kungfu_wushu_23_clip1,0.02080917375533128,0.004887181705305286,0.035142616015967604,0.02682300122207448,0.19319803,0.2938464
Aerial_Kick_Kungfu_wushu_2_clip1,0.02713720129670233,0.006872802358854555,0.0468355355098021,0.03222102788194816,0.23802665,0.30539307
Aerial_Kick_Kungfu_wushu_3_clip1,0.008351684625638064,0.0028221602747423706,0.01830587642543229,0.012335008346065091,0.0991843,0.13970622
Aerial_Kick_Kungfu_wushu_3_clip2,0.006330418730191388,0.0028707562526134006,0.015771022437644968,0.010906776529720183,0.06753604,0.08921849
Aerial_Kick_Kungfu_wushu_4_clip1,0.006893919539845524,0.0027168896331020106,0.02355522751516291,0.015663438941472856,0.113245286,0.14818484
Aerial_Kick_Kungfu_wushu_5_clip1,0.01811320688507954,0.005819843934380299,0.027579181950444287,0.01895331861033146,0.34021327,0.47055075
Aerial_Kick_Kungfu_wushu_5_clip2,0.004412925698257829,0.0016834539302404208,0.013373784015143466,0.010078341811361146,0.082347766,0.11621825
Aerial_Kick_Kungfu_wushu_6_clip1,0.010321294326128836,0.0031616364531295636,0.02192563566165672,0.014466588911061548,0.0832365,0.07939949
Aerial_Kick_Kungfu_wushu_7_clip2,0.014625012762283719,0.004306019623171663,0.03383729711407492,0.024675834675149295,0.15464509,0.19334939
Aerial_Kick_Kungfu_wushu_8_clip1,0.0218378300011866,0.0055144012533310865,0.031320124587214615,0.021942620395605798,0.3111139,0.33050716
Aerial_Kick_Kungfu_wushu_9_clip1,0.014190497005278798,0.00475778596770042,0.03425123797260888,0.02235898865764558,0.14180078,0.15467301
Aerial_Kick_Kungfu_wushu_turn_over_10_clip1,0.023282595422478385,0.01042228996667808,0.03627266695779466,0.027343285667845094,0.07432643,0.065585695
Aerial_Kick_Kungfu_wushu_turn_over_11_clip1,0.0032528729874212793,0.0017561454378069246,0.005092181782659559,0.003651621830903571,0.064417504,0.107009165
Aerial_Kick_Kungfu_wushu_turn_over_11_clip2,0.018527882414590347,0.005832877583336846,0.022562954737124937,0.016411236846618802,0.079273246,0.08343893
Aerial_Kick_Kungfu_wushu_turn_over_1_clip2,0.050556006962546786,0.02235851473640802,0.11805118541822913,0.09475156103779231,0.4847341,0.6091026
Aerial_Kick_Kungfu_wushu_turn_over_1_clip3,0.005928711344480548,0.0033380748476411373,0.006354623496518838,0.005951362561094957,0.022650097,0.0136875985
Aerial_Kick_Kungfu_wushu_turn_over_2_clip1,0.01068004228431334,0.0033443010715561057,0.014724103933903068,0.010261522125865728,0.06743237,0.08913751
Aerial_Kick_Kungfu_wushu_turn_over_3_clip1,0.011238387449817021,0.0030019729162617153,0.01804730477256062,0.012585530185923522,0.13624446,0.20746687
Aerial_Kick_Kungfu_wushu_turn_over_4_clip1,0.016157147979072663,0.005113073188223527,0.023898317536346258,0.015915434451295184,0.19853857,0.31915116
