video_id,root_mean_velocity,root_mean_acceleration,body_mean_angular_velocity,body_mean_angular_acceleration,body_mean_velocity,body_mean_acceleration
Ways_to_Catch_360_clip1,0.026068412572127282,0.009145185117461945,0.052606272205202996,0.024705040012692844,0.46430463,0.5996852
Ways_to_Catch_A_Fly_clip1,0.008411482765882234,0.0026666700478663384,0.013865786519019435,0.0063296906038346,0.114335045,0.19451296
Ways_to_Catch_Coin_Toss_clip1,0.002619275238893779,0.0014379886746688423,0.00835714546780383,0.004156621649699515,0.23627333,0.45838028
Ways_to_Catch_Frisbee_clip1,0.016873256712703875,0.008479263981219036,0.029101859560149625,0.012057305396150717,0.14347456,0.22095582
Ways_to_Catch_Go_Long_clip2,0.016860940389634756,0.0036316008369347095,0.023043177176419793,0.012176327300628469,0.03173109,0.01621493
Ways_to_Catch_Juggling_clip1,0.005011481531758722,0.002458945500243453,0.012208691486650014,0.0059145622725694435,0.036968112,0.020597415
Ways_to_Catch_Many_Balls_clip1,0.01062298451403564,0.004783042578220546,0.0255329263631844,0.013171117656464964,0.2355051,0.3785122
Ways_to_Catch_Off_the_Bicep_clip1,0.02310205102854923,0.003175170486106616,0.042609799461767316,0.019598373506858998,0.0563679,0.033569887
Ways_to_Catch_On_the_Foot_clip1,0.01604455263049486,0.0043480730246445816,0.0319275380609485,0.01908614934318472,0.091687076,0.10599157
Ways_to_Catch_Save_a_Life_clip1,0.056685139695516695,0.029983035771128843,0.04536792093154475,0.027292714379505152,0.43411863,0.7216142
Ways_to_Catch_Save_clip1,0.01351468113729083,0.003137025621706614,0.034616394859488676,0.014140380260455864,0.12741666,0.20127916
Ways_to_Catch_Saving_a_Baby_clip1,0.017959244060893578,0.0036933139919276083,0.03239012603605698,0.013333488657388448,0.13987209,0.12167636
Ways_to_Catch_Thief_clip1,0.016258684574689493,0.005883996699400263,0.050112991845126416,0.021924964571448057,0.053003624,0.03422087
Ways_to_Catch_Twisted_Ankle_clip2,0.02947131409155733,0.012962784222047639,0.07029593069284801,0.06363706869708853,0.42627114,0.5483218
Ways_to_Enter_a_Room_At_the_Club_clip1,0.011356793961598869,0.0030080401003595362,0.013876128013199752,0.007125045568166516,0.17142549,0.28777942
Ways_to_Enter_a_Room_Bad_Date_clip1,0.007837936758468122,0.004264122307810849,0.011851637211975158,0.006151901565040297,0.20668687,0.36299103
Ways_to_Enter_a_Room_Bathroom_clip1,0.016404976188819795,0.003901582936081132,0.018567927578117992,0.011468590080833375,0.13097392,0.15633662
Ways_to_Enter_a_Room_Enter_Gym_clip2,0.02197675579718175,0.006680985482914101,0.02705036464644926,0.01928708740307219,0.110209644,0.114252165
Ways_to_Enter_a_Room_Forgot_Keys_clip1,0.017185091067273322,0.004097436224476924,0.024328934741412567,0.013588574924777346,0.17664908,0.2577185
Ways_to_Enter_a_Room_Horror_Movie_clip2,0.012122251249836008,0.005356728130980247,0.013110712571373112,0.00959568210527408,0.1015708,0.15768251
Ways_to_Enter_a_Room_Lame_Party_clip1,0.007884924541716375,0.001469092068852623,0.00975535360628452,0.009030971256558069,0.27542764,0.4617041
Ways_to_Enter_a_Room_Sneaking_Home_clip1,0.019162874261636584,0.003749279994172553,0.01985958787976787,0.009840403816724328,0.2373642,0.39938945
Ways_to_Enter_a_Room_Villain_clip1,0.012091749222346264,0.003369229058877907,0.017184365869772254,0.010311803766435045,0.1523356,0.24893567
Ways_to_Enter_a_Room_Wrong_Directions_clip1,0.0064289335293831115,0.0022152957451512267,0.010550576865191492,0.005444061277151229,0.20417486,0.3613266
Ways_to_Go_to_Bed_+_Sleep_+_Wake_Up_Air_Guitar_clip1,0.0030383635479201304,0.004315241053229983,0.0064505809747095934,0.010909075972924086,0.009095829,0.01290145
Ways_to_Go_to_Bed_+_Sleep_+_Wake_Up_A_Lot_of_Pillows_clip1,0.05912129199539402,0.04585391220738657,0.05163453804901365,0.04544369323597156,0.3285764,0.27564892
Ways_to_Go_to_Bed_+_Sleep_+_Wake_Up_Big_Stretch_clip1,0.014216592788285557,0.009362463232864047,0.019849913931724535,0.013246968888718425,0.03902438,0.0237212
Ways_to_Go_to_Bed_+_Sleep_+_Wake_Up_Blow_Dart_clip1,0.019513555254033938,0.010113897661032928,0.030180424116778532,0.025565325222741766,0.09262753,0.049152926
Ways_to_Go_to_Bed_+_Sleep_+_Wake_Up_Christmas_Morning_clip1,0.036530122894480245,0.020894118365466504,0.06212460388410356,0.04611145114324459,0.4050476,0.33313584
