video_id,root_mean_velocity,root_mean_acceleration,body_mean_angular_velocity,body_mean_angular_acceleration,body_mean_velocity,body_mean_acceleration
abseiling_10_clip1,0.023254419386573445,0.00561127818202793,0.03120637059375542,0.01554923997074242,0.038711883,0.019573806
abseiling_12_clip1,0.007406812361159617,0.0024226820432111723,0.012754190110741035,0.004943370417056004,0.01761365,0.0069659427
abseiling_15_clip1,0.00914538218082038,0.00342125665911371,0.012383984729046818,0.010018205622044796,0.019930119,0.012161101
abseiling_3_clip1,0.02398539044989342,0.0047630926645179815,0.019012728254316887,0.005754437560647367,0.0316316,0.0118117
abseiling_5_clip1,0.011149233298549511,0.006490987174440019,0.012157235614279031,0.0062435249138318005,0.026036192,0.013202095
abseiling_8_clip1,0.013345588913435671,0.006838494293992849,0.005618402686670491,0.003249932792408142,0.019293196,0.009212608
add_new_car_tire_10_clip1,0.011078058476751265,0.007243792300146917,0.019721990778737115,0.014333769094391864,0.034007546,0.02500693
add_new_car_tire_11_clip1,0.004076776027108709,0.0022016877936973218,0.016557590259021402,0.010598446155650075,0.017171077,0.00934187
add_new_car_tire_12_clip1,0.008592616576262615,0.004915877895403336,0.010261457642241557,0.005191659631357322,0.022115506,0.012488506
add_new_car_tire_13_clip1,0.015343180428700696,0.010192966740188584,0.009630511482230169,0.00506121512506744,0.14603584,0.20854698
add_new_car_tire_14_clip1,0.005953352967626056,0.0036532235934522766,0.011479939905673149,0.005112554139777284,0.09411482,0.1498069
add_new_car_tire_16_clip1,0.006798488922643717,0.0024696984296934507,0.008295941331642902,0.004443678323785532,0.024171203,0.012506892
add_new_car_tire_18_clip1,0.00771073591414651,0.004325558908032501,0.010676304525816286,0.008066412428859256,0.12613596,0.2219689
add_new_car_tire_19_clip1,0.006623831943986775,0.0028132638801500564,0.008191723679774046,0.004819403431609734,0.09887331,0.16091621
add_new_car_tire_1_clip1,0.009393608532053623,0.005482347341349726,0.010145557490389789,0.0050665691881614525,0.025841694,0.01703906
add_new_car_tire_2_clip1,0.00903458111645354,0.004773185713796241,0.011627477606871755,0.0046769579916857065,0.17902735,0.30928233
add_new_car_tire_3_clip1,0.006653810924563206,0.002263406040569923,0.01389450557242105,0.004903457580484767,0.1138998,0.19432618
add_new_car_tire_6_clip1,0.005204671900709265,0.0022619007540698893,0.01172244829261159,0.006141015978899413,0.019027233,0.009093987
add_new_car_tire_8_clip1,0.007283725565521909,0.004232428945873103,0.007892198146694049,0.0047612595754421,0.025974903,0.01566856
add_new_car_tire_9_clip1,0.006392507837844154,0.003492801502787849,0.004606913438678993,0.0030783070638288283,0.025587128,0.015993856
add_new_car_tire_clip1,0.01704240411884544,0.014582431218681241,0.007495893687191661,0.004670472622767385,0.056527454,0.042510144
adjusting_glasses_4_clip1,0.0019291803903723596,0.0010599584290093503,0.002713315244022307,0.0017013941669466496,0.9064853,0.9800775
air_drumming_10_clip1,0.03359443452770066,0.017012019239697553,0.02522658300386676,0.01611784778150234,0.11679808,0.07219596
air_drumming_12_clip1,0.003174277536498053,0.0019155060602594654,0.00564577060822233,0.002526306032728354,0.013065254,0.0067012943
